	subject	virus tax id	taxonomy	name	seq_size	genome	order	family	genus	genome_type	genome_composition	species	virus	baltimore	segment_n	seq_n	genome_size	complete_genome
11305	NC_038741	35314.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Koongol orthobunyavirus	Koongol virus strain MRM31 RNA-dependent RNA polymerase gene, complete cds	6905	Riboviria	Bunyavirales	Peribunyaviridae	Orthobunyavirus	1.0	ssRNA	Koongol orthobunyavirus	Koongol virus	ssRNA(-)	3.0	3.0	11202.0	0.0
11306	NC_038742	35314.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Koongol orthobunyavirus	Koongol virus strain MRM31 polyprotein gene, complete cds	3415	Riboviria	Bunyavirales	Peribunyaviridae	Orthobunyavirus	1.0	ssRNA	Koongol orthobunyavirus	Koongol virus	ssRNA(-)	3.0	3.0	11202.0	0.0
11307	NC_038743	35314.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Koongol orthobunyavirus	Koongol virus strain MRM31 nucleocapsid protein gene, complete cds	882	Riboviria	Bunyavirales	Peribunyaviridae	Orthobunyavirus	1.0	ssRNA	Koongol orthobunyavirus	Koongol virus	ssRNA(-)	3.0	3.0	11202.0	0.0
7086	NC_004109	11577.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; La Crosse orthobunyavirus	La Crosse virus segment M, complete genome	4527	Riboviria	Bunyavirales	Peribunyaviridae	Orthobunyavirus	1.0	ssRNA	La Crosse orthobunyavirus	La Crosse virus	ssRNA(-)	3.0	3.0	12491.0	0.0
7164	NC_004110	11577.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; La Crosse orthobunyavirus	La Crosse virus segment S, complete genome	984	Riboviria	Bunyavirales	Peribunyaviridae	Orthobunyavirus	1.0	ssRNA	La Crosse orthobunyavirus	La Crosse virus	ssRNA(-)	3.0	3.0	12491.0	0.0
8676	NC_004108	11577.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; La Crosse orthobunyavirus	La Crosse virus segment L, complete genome	6980	Riboviria	Bunyavirales	Peribunyaviridae	Orthobunyavirus	1.0	ssRNA	La Crosse orthobunyavirus	La Crosse virus	ssRNA(-)	3.0	3.0	12491.0	0.0
11122	NC_038505	1980476.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Orthohantavirus	Laguna Negra virus nucleocapsid protein and putative nonstructural protein genes, complete cds	1904	Riboviria	Bunyavirales	Hantaviridae	Orthohantavirus	1.0	ssRNA	Laguna Negra orthohantavirus	Laguna Negra orthohantavirus	ssRNA(-)	2.0	2.0	5602.0	0.0
11123	NC_038506	1980476.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Orthohantavirus	Laguna Negra virus glycoprotein precursor gene, complete cds	3698	Riboviria	Bunyavirales	Hantaviridae	Orthohantavirus	1.0	ssRNA	Laguna Negra orthohantavirus	Laguna Negra orthohantavirus	ssRNA(-)	2.0	2.0	5602.0	0.0
1774	NC_038515	1633187.0	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Hantaviridae;Mobatvirus;Laibin mobatvirus;Laibin virus	Laibin virus strain BT20 segment L, complete sequence	6613	Riboviria	undefined	undefined	Laibin mobatvirus	1.0	ssRNA	Laibin mobatvirus	Laibin virus	ssRNA(-)	3.0	4.0	18987.0	0.0
12728	NC_038513	1633187.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Mobatvirus; Laibin mobatvirus	Laibin virus strain BT20 segment M, complete sequence	3908	Riboviria	Bunyavirales	Hantaviridae	Mobatvirus	1.0	ssRNA	Laibin mobatvirus	Laibin virus	ssRNA(-)	3.0	4.0	18987.0	0.0
12729	NC_038514	1633187.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Mobatvirus; Laibin mobatvirus	Laibin virus strain BT20 segment S, complete sequence	1935	Riboviria	Bunyavirales	Hantaviridae	Mobatvirus	1.0	ssRNA	Laibin mobatvirus	Laibin virus	ssRNA(-)	3.0	4.0	18987.0	0.0
12730	NC_038515	1633187.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Mobatvirus; Laibin mobatvirus	Laibin virus strain BT20 segment L, complete sequence	6531	Riboviria	Bunyavirales	Hantaviridae	Mobatvirus	1.0	ssRNA	Laibin mobatvirus	Laibin virus	ssRNA(-)	3.0	4.0	18987.0	0.0
6782	NC_023016	1432135.0	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Secoviridae; Comovirinae; Fabavirus	Lamium mild mosaic virus isolate DSMZ PV-0454 segment RNA1, complete sequence	6080	Riboviria	Picornavirales	Secoviridae	Fabavirus	1.0	ssRNA	Lamium mild mosaic virus	Lamium mild mosaic virus	ssRNA(+)	2.0	2.0	10145.0	0.0
6783	NC_023017	1432135.0	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Secoviridae; Comovirinae; Fabavirus	Lamium mild mosaic virus isolate DSMZ PV-0454 segment RNA2, complete sequence	4065	Riboviria	Picornavirales	Secoviridae	Fabavirus	1.0	ssRNA	Lamium mild mosaic virus	Lamium mild mosaic virus	ssRNA(+)	2.0	2.0	10145.0	0.0
7714	NC_004296	11620.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Arenaviridae; Mammarenavirus	Lassa virus segment S, complete sequence	3402	Riboviria	Bunyavirales	Arenaviridae	Mammarenavirus	1.0	ssRNA	Lassa mammarenavirus	Lassa mammarenavirus	ssRNA(-)	2.0	2.0	10681.0	0.0
7743	NC_004297	11620.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Arenaviridae; Mammarenavirus	Lassa virus segment L, complete sequence	7279	Riboviria	Bunyavirales	Arenaviridae	Mammarenavirus	1.0	ssRNA	Lassa mammarenavirus	Lassa mammarenavirus	ssRNA(-)	2.0	2.0	10681.0	0.0
7087	NC_010758	45221.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Arenaviridae; Mammarenavirus	Latino virus segment S, complete sequence	3474	Riboviria	Bunyavirales	Arenaviridae	Mammarenavirus	1.0	ssRNA	Latino mammarenavirus	Latino mammarenavirus	ssRNA(-)	2.0	2.0	10648.0	0.0
7793	NC_010760	45221.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Arenaviridae; Mammarenavirus	Latino virus segment L, complete sequence	7174	Riboviria	Bunyavirales	Arenaviridae	Mammarenavirus	1.0	ssRNA	Latino mammarenavirus	Latino mammarenavirus	ssRNA(-)	2.0	2.0	10648.0	0.0
13366	NC_043679	2027354.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Laulavirus; Laurel Lake laulavirus	Laurel Lake virus isolate RTS65 RNA-dependent RNA-polymerase gene, complete cds	7253	Riboviria	Bunyavirales	Phenuiviridae	Laulavirus	1.0	ssRNA	Laurel Lake laulavirus	Laurel Lake virus	ssRNA(-)	3.0	3.0	10901.0	0.0
13367	NC_043680	2027354.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Laulavirus; Laurel Lake laulavirus	Lake Laurel virus isolate RTS65 segment RNA2 ORF1 gene, complete cds	2506	Riboviria	Bunyavirales	Phenuiviridae	Laulavirus	1.0	ssRNA	Laurel Lake laulavirus	Laurel Lake virus	ssRNA(-)	3.0	3.0	10901.0	0.0
13368	NC_043681	2027354.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Laulavirus; Laurel Lake laulavirus	Laurel Lake virus isolate RTS65 nucleocapsid gene, complete cds	1142	Riboviria	Bunyavirales	Phenuiviridae	Laulavirus	1.0	ssRNA	Laurel Lake laulavirus	Laurel Lake virus	ssRNA(-)	3.0	3.0	10901.0	0.0
2534	NC_028134	1241918.0	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Magsaviricetes; Nodamuvirales; Nodaviridae; unclassified Nodaviridae	Le Blanc nodavirus strain JU1498 capsid protein and delta protein genes, complete cds	2937	Riboviria	undefined	Nodaviridae	undefined	1.0	ssRNA	Le Blanc nodavirus	Le Blanc nodavirus	ssRNA(+)	2.0	2.0	6410.0	0.0
2535	NC_028133	1241918.0	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Magsaviricetes; Nodamuvirales; Nodaviridae; unclassified Nodaviridae	Le Blanc nodavirus strain JU1498 RNA-dependent RNA polymerase gene, complete cds	3473	Riboviria	undefined	Nodaviridae	undefined	1.0	ssRNA	Le Blanc nodavirus	Le Blanc nodavirus	ssRNA(+)	2.0	2.0	6410.0	0.0
13145	NC_043561	999729.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Leanyer orthobunyavirus	Leanyer virus isolate AusN16701 segment M, complete sequence	4505	Riboviria	Bunyavirales	Peribunyaviridae	Orthobunyavirus	1.0	ssRNA	Leanyer orthobunyavirus	Leanyer virus	ssRNA(-)	3.0	3.0	12367.0	0.0
13146	NC_043562	999729.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Leanyer orthobunyavirus	Leanyer virus isolate AusN16701 segment S, complete sequence	939	Riboviria	Bunyavirales	Peribunyaviridae	Orthobunyavirus	1.0	ssRNA	Leanyer orthobunyavirus	Leanyer virus	ssRNA(-)	3.0	3.0	12367.0	0.0
13147	NC_043563	999729.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Leanyer orthobunyavirus	Leanyer virus isolate AusN16701 segment L, complete sequence	6923	Riboviria	Bunyavirales	Peribunyaviridae	Orthobunyavirus	1.0	ssRNA	Leanyer orthobunyavirus	Leanyer virus	ssRNA(-)	3.0	3.0	12367.0	0.0
12743	NC_038594	40057.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Orbivirus	Lebombo virus isolate SAAR 3896 segment 1, complete sequence	3936	Riboviria	undefined	Reoviridae	Orbivirus	1.0	dsRNA	Lebombo virus	Lebombo virus	dsRNA	10.0	10.0	19247.0	0.0
12744	NC_038595	40057.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Orbivirus	Lebombo virus isolate SAAR 3896 segment 3, complete sequence	2976	Riboviria	undefined	Reoviridae	Orbivirus	1.0	dsRNA	Lebombo virus	Lebombo virus	dsRNA	10.0	10.0	19247.0	0.0
12745	NC_038596	40057.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Orbivirus	Lebombo virus isolate SAAR 3896 segment 4, complete sequence	1971	Riboviria	undefined	Reoviridae	Orbivirus	1.0	dsRNA	Lebombo virus	Lebombo virus	dsRNA	10.0	10.0	19247.0	0.0
12746	NC_038597	40057.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Orbivirus	Lebombo virus isolate SAAR 3896 segment 6, complete sequence	1601	Riboviria	undefined	Reoviridae	Orbivirus	1.0	dsRNA	Lebombo virus	Lebombo virus	dsRNA	10.0	10.0	19247.0	0.0
12747	NC_038598	40057.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Orbivirus	Lebombo virus isolate SAAR 3896 segment 8, complete sequence	1108	Riboviria	undefined	Reoviridae	Orbivirus	1.0	dsRNA	Lebombo virus	Lebombo virus	dsRNA	10.0	10.0	19247.0	0.0
12748	NC_038599	40057.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Orbivirus	Lebombo virus isolate SAAR 3896 segment 7, complete sequence	1166	Riboviria	undefined	Reoviridae	Orbivirus	1.0	dsRNA	Lebombo virus	Lebombo virus	dsRNA	10.0	10.0	19247.0	0.0
12749	NC_038600	40057.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Orbivirus	Lebombo virus isolate SAAR 3896 segment 2, complete sequence	3017	Riboviria	undefined	Reoviridae	Orbivirus	1.0	dsRNA	Lebombo virus	Lebombo virus	dsRNA	10.0	10.0	19247.0	0.0
12750	NC_038601	40057.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Orbivirus	Lebombo virus isolate SAAR 3896 segment 5, complete sequence	1736	Riboviria	undefined	Reoviridae	Orbivirus	1.0	dsRNA	Lebombo virus	Lebombo virus	dsRNA	10.0	10.0	19247.0	0.0
12751	NC_038602	40057.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Orbivirus	Lebombo virus isolate SAAR 3896 segment 10, complete sequence	739	Riboviria	undefined	Reoviridae	Orbivirus	1.0	dsRNA	Lebombo virus	Lebombo virus	dsRNA	10.0	10.0	19247.0	0.0
12752	NC_038603	40057.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Orbivirus	Lebombo virus isolate SAAR 3896 segment 9, complete sequence	997	Riboviria	undefined	Reoviridae	Orbivirus	1.0	dsRNA	Lebombo virus	Lebombo virus	dsRNA	10.0	10.0	19247.0	0.0
6439	NC_025831	1381104.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Nairoviridae; Orthonairovirus; unclassified Nairovirus	Leopards Hill virus cRNA, segment: L, complete sequence, strain: 11SB17	12037	Riboviria	Bunyavirales	Nairoviridae	Orthonairovirus	1.0	ssRNA	Leopards Hill virus	Leopards Hill virus	ssRNA(-)	3.0	3.0	18368.0	0.0
6440	NC_025832	1381104.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Nairoviridae; Orthonairovirus; unclassified Nairovirus	Leopards Hill virus cRNA, segment: M, complete sequence, strain: 11SB17	4571	Riboviria	Bunyavirales	Nairoviridae	Orthonairovirus	1.0	ssRNA	Leopards Hill virus	Leopards Hill virus	ssRNA(-)	3.0	3.0	18368.0	0.0
6441	NC_025833	1381104.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Nairoviridae; Orthonairovirus; unclassified Nairovirus	Leopards Hill virus cRNA, segment: S, complete sequence, strain: 11SB17	1760	Riboviria	Bunyavirales	Nairoviridae	Orthonairovirus	1.0	ssRNA	Leopards Hill virus	Leopards Hill virus	ssRNA(-)	3.0	3.0	18368.0	0.0
8963	NC_011558	1985698.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Varicosavirus	Lettuce big-vein associated virus RNA 1, complete genome	6797	Riboviria	Mononegavirales	Rhabdoviridae	Varicosavirus	1.0	ssRNA	Lettuce big-vein associated varicosavirus	Lettuce big-vein associated varicosavirus	ssRNA(-)	2.0	2.0	12878.0	0.0
8983	NC_011568	1985698.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Varicosavirus	Lettuce big-vein associated virus segment 2, complete genome	6081	Riboviria	Mononegavirales	Rhabdoviridae	Varicosavirus	1.0	ssRNA	Lettuce big-vein associated varicosavirus	Lettuce big-vein associated varicosavirus	ssRNA(-)	2.0	2.0	12878.0	0.0
6875	NC_012910	642478.0	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Closteroviridae; Crinivirus	Lettuce chlorosis virus RNA2, complete genome	8556	Riboviria	undefined	Closteroviridae	Crinivirus	1.0	ssRNA	Lettuce chlorosis virus	Lettuce chlorosis virus	ssRNA(+)	2.0	2.0	17147.0	0.0
7393	NC_012909	642478.0	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Closteroviridae; Crinivirus	Lettuce chlorosis virus RNA1, complete genome	8591	Riboviria	undefined	Closteroviridae	Crinivirus	1.0	ssRNA	Lettuce chlorosis virus	Lettuce chlorosis virus	ssRNA(+)	2.0	2.0	17147.0	0.0
7660	NC_003617	31713.0	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Closteroviridae; Crinivirus	Lettuce infectious yellows virus RNA 1, complete genome	8118	Riboviria	undefined	Closteroviridae	Crinivirus	1.0	ssRNA	Lettuce infectious yellows virus	Lettuce infectious yellows virus	ssRNA(+)	2.0	2.0	15311.0	0.0
9225	NC_003618	31713.0	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Closteroviridae; Crinivirus	Lettuce infectious yellows virus RNA 2, complete genome	7193	Riboviria	undefined	Closteroviridae	Crinivirus	1.0	ssRNA	Lettuce infectious yellows virus	Lettuce infectious yellows virus	ssRNA(+)	2.0	2.0	15311.0	0.0
5195	NC_035219	1358807.0	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Secoviridae; Torradovirus	Lettuce necrotic leaf curl virus, RNA2, complete sequence	5300	Riboviria	Picornavirales	Secoviridae	Torradovirus	1.0	ssRNA	Lettuce necrotic leaf curl virus	Lettuce necrotic leaf curl virus	ssRNA(+)	2.0	2.0	12886.0	0.0
5196	NC_035214	1358807.0	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Secoviridae; Torradovirus	Lettuce necrotic leaf curl virus, RNA1, complete sequence	7586	Riboviria	Picornavirales	Secoviridae	Torradovirus	1.0	ssRNA	Lettuce necrotic leaf curl virus	Lettuce necrotic leaf curl virus	ssRNA(+)	2.0	2.0	12886.0	0.0
8104	NC_006051	274495.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Milneviricetes; Serpentovirales; Aspiviridae; Ophiovirus; Lettuce ring necrosis ophiovirus	Lettuce ring necrosis virus RNA 1, complete genome	7651	Riboviria	Serpentovirales	Aspiviridae	Ophiovirus	1.0	ssRNA	Lettuce ring necrosis ophiovirus	Lettuce ring necrosis virus	ssRNA(-)	4.0	4.0	12425.0	0.0
8809	NC_006054	274495.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Milneviricetes; Serpentovirales; Aspiviridae; Ophiovirus; Lettuce ring necrosis ophiovirus	Lettuce ring necrosis virus RNA 4, complete genome	1417	Riboviria	Serpentovirales	Aspiviridae	Ophiovirus	1.0	ssRNA	Lettuce ring necrosis ophiovirus	Lettuce ring necrosis virus	ssRNA(-)	4.0	4.0	12425.0	0.0
10087	NC_006052	274495.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Milneviricetes; Serpentovirales; Aspiviridae; Ophiovirus; Lettuce ring necrosis ophiovirus	Lettuce ring necrosis virus RNA 2, complete genome	1830	Riboviria	Serpentovirales	Aspiviridae	Ophiovirus	1.0	ssRNA	Lettuce ring necrosis ophiovirus	Lettuce ring necrosis virus	ssRNA(-)	4.0	4.0	12425.0	0.0
10420	NC_006053	274495.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Milneviricetes; Serpentovirales; Aspiviridae; Ophiovirus; Lettuce ring necrosis ophiovirus	Lettuce ring necrosis virus RNA 3, complete genome	1527	Riboviria	Serpentovirales	Aspiviridae	Ophiovirus	1.0	ssRNA	Lettuce ring necrosis ophiovirus	Lettuce ring necrosis virus	ssRNA(-)	4.0	4.0	12425.0	0.0
7074	NC_007741	246280.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Seadornavirus	Liao ning virus segment 6, complete genome	1750	Riboviria	undefined	Reoviridae	Seadornavirus	1.0	dsRNA	Liao ning virus	Liao ning virus	dsRNA	12.0	12.0	20739.0	0.0
7596	NC_007744	246280.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Seadornavirus	Liao ning virus segment 9, complete genome	943	Riboviria	undefined	Reoviridae	Seadornavirus	1.0	dsRNA	Liao ning virus	Liao ning virus	dsRNA	12.0	12.0	20739.0	0.0
7914	NC_007742	246280.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Seadornavirus	Liao ning virus segment 7, complete genome	1208	Riboviria	undefined	Reoviridae	Seadornavirus	1.0	dsRNA	Liao ning virus	Liao ning virus	dsRNA	12.0	12.0	20739.0	0.0
7915	NC_007743	246280.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Seadornavirus	Liao ning virus segment 8, complete genome	1147	Riboviria	undefined	Reoviridae	Seadornavirus	1.0	dsRNA	Liao ning virus	Liao ning virus	dsRNA	12.0	12.0	20739.0	0.0
7916	NC_007746	246280.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Seadornavirus	Liao ning virus segment 11, complete genome	897	Riboviria	undefined	Reoviridae	Seadornavirus	1.0	dsRNA	Liao ning virus	Liao ning virus	dsRNA	12.0	12.0	20739.0	0.0
7917	NC_007747	246280.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Seadornavirus	Liao ning virus segment 12, complete genome	760	Riboviria	undefined	Reoviridae	Seadornavirus	1.0	dsRNA	Liao ning virus	Liao ning virus	dsRNA	12.0	12.0	20739.0	0.0
8105	NC_007737	246280.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Seadornavirus	Liao ning virus segment 2, complete genome	3055	Riboviria	undefined	Reoviridae	Seadornavirus	1.0	dsRNA	Liao ning virus	Liao ning virus	dsRNA	12.0	12.0	20739.0	0.0
9529	NC_007736	246280.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Seadornavirus	Liao ning virus segment 1, complete genome	3740	Riboviria	undefined	Reoviridae	Seadornavirus	1.0	dsRNA	Liao ning virus	Liao ning virus	dsRNA	12.0	12.0	20739.0	0.0
9530	NC_007738	246280.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Seadornavirus	Liao ning virus segment 3, complete genome	2404	Riboviria	undefined	Reoviridae	Seadornavirus	1.0	dsRNA	Liao ning virus	Liao ning virus	dsRNA	12.0	12.0	20739.0	0.0
9531	NC_007739	246280.0	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Reoviridae; Sedoreovirinae; Seadornavirus	Liao ning virus segment 4, complete genome	2062	Riboviria	undefined	Reoviridae	Seadornavirus	1.0	dsRNA	Liao ning virus	Liao ning virus	dsRNA	12.0	12.0	20739.0	0.0
